"post_date","job_title","online","description","salary","city","business_name","company_url"
"28d","Core Teacher - Toddler Room","No","Early Childhood Teacher - ECTReddam Early Learning School Lindfield is seeking an Early Childhood Teacher for our state-of-the-art, exceeding Early Learning School in Lindfield. Reddam ELS Lindfield is inspired by a Reggio Emilia approach to children's learning and is set on beautiful park-like grounds with natural play spaces, individual classrooms, and outdoor play spaces for each age.Reddam ELS provides attractive above award rates and the opportunity to work in a well-respected private school, with an excellent reputation for the highest quality education.Our team here at Reddam ELS Lindfield are motivated professionals in providing quality education and care to children whilst inspiring and nurturing each other in their professional learning.We support our team by providing above award time for programming off the floor, peaceful surrounds for well deserved breaks, comprehensive curriculum planning tools and our Early Childhood Teachers are afforded 8 weeks of annual leave per year.If you’re an ACECQA qualified, experienced and motivated Early Childhood Teacher, inspired by the Reggio Emilia approach, have excellent communication skills and would like to be a part of an inclusive and supportive team, please apply to our Principal, Lara Wilson.Job Type: Full-timePay: $68,480.00 – $108,476.00 per yearSchedule:8 hour shiftWork Authorisation:Australia (Preferred)Work Location: In personExpected Start Date: 20/05/2024","$68K - $108K (Employer Est.)","Lindfield","Reddam ELS Lindfield",""
"13d","Primary/ Early Childhood Math Tutor","No","Job Description:We are looking for someone to join our team of primary math educators who has previous experience in teaching K-Year 5 maths. Our Carlingford Campus requires a primary maths teacher to teach small group (6 max), face-to-face classes of children, years K-Year 5. This role is casual, and the rates and times are negotiable.Our preparatory maths course helps students to establish a positive relationship with mathematics by developing their skills in observation, reasoning, perception, and flexibility. This course, which incorporates vivid teaching tools and animation, is created to be engaging, interactive, and fun for children. Teaching materials and lesson plans are provided.Location: CarlingfordQualifications: Cert III or higher; AND/ORworking experience in a similar rolePay rate: From $30p/h Negotiable based on work experienceHours: Casual, negotiableRequirements: Current Working With Children Check (WWCC); Fluent English; Work experience in a similar role; Can travel to work by car or live around the area.Interested candidates are encouraged to send their resumes, along with a brief cover letter highlighting their tutoring experience and teaching philosophy, to info@brainstormingeducation.com.au.We look forward to receiving your applications and adding a dedicated tutor to our team. Together, we can make a difference in our students' academic journeys!Job Types: Part-time, CasualPay: $30.00 – $40.00 per hourSchedule:Shift workExperience:Teaching: 1 year (Required)Licence/Certification:Driver Licence (Preferred)Working with Children Check (Required)Work Authorisation:Australia (Required)Work Location: In person","$30.00 - $40.00 Per hour (Employer Est.)","Carlingford","Brainstorming Eudcation",""
"24h","Secondary Teacher","No","Commencing Date: Monday, 8 July 2024
Tenure: Full Time, Fixed Term (12 month contract)
Salary Range: $81,628 - $119,518 per annum pending experience
Closing Date: Monday, 17 June 2024 unless filled prior

Ryan Catholic College, Kirwan was established in 1979 and has as its foundational story the well-known ""Journey to Emmaus"" from the Gospel of Luke. The theme of ""journey"" is one that is embraced by the college and is a fine metaphor for portraying the growth that all people experience in developing their spirituality, intellect, physical and social capabilities and wisdom.
The college has an enviable reputation for providing an education which results in graduates who are well rounded young people. Academic excellence is sought and achieved, yet there is a broad education provided so that all who seek our values find a suitable pathway to attaining their goals.

About the role

Ryan Catholic College, Kirwan is seeking a dedicated Secondary Teacher. This role is a full time, fixed term position (12 month contract). Our ideal candidate is someone who can offer any combination of the below subjects:

English
Humanities
Religion
To join this vibrant school community, you'll need
To be able to work as a member of a committed team of professional teachers, dedicated to providing quality teaching and learning in partnership with the parent community
To have an understanding of contemporary pedagogy and the ability to differentiate, and provide for, a diverse range of abilities
To have an ability to collaborate and work positively as part of a professional learning community
To have knowledge of and commitment to the Catholic ethos and mission of the school
To have a willingness to change and develop instructional strategies to increase student growth and achievement

Mandatory Criteria/Professional Registration/Other

Appropriate Tertiary qualification with registration or eligibility for registration with Queensland College of Teachers
Current Driver’s Licence
Ability to travel from time to time within the Catholic Diocese of Townsville
Ability to perform the physical requirements of the role in a safe manner.

Please see the Position Description - Teacher

What we offer
Competitive salary
Annual Leave with 17.5% leave loading
Access to salary packaging options to maximise employee benefits and salary
Modern facilities, equipment and resources
Access to long service leave after 7 years of continuous service (portability of Long Service Leave may also be applicable)
14 Weeks’ paid parental leave
Deferred Salary Scheme
Access to corporate health schemes
Induction processes, professional learning programs and Early Career Teacher Support
Access to Employee Assistance Program
Leadership development opportunities
Firm lifelong teacher networks
Wellbeing programs and initiatives

Our Organisation

Townsville Catholic Education supports a diverse region extending from Townsville to the Burdekin and Whitsunday regions in the south, and north to Ingham and Halifax, south-west to Winton, and west to the border with the Northern Territory, encompassing Mount Isa and several small, isolated western towns and east to Palm Island. Townsville Catholic Education provides a supportive, flexible working environment where care for the individual is an important part of our ethos. We employ motivated people who want to work together to produce excellent outcomes for our students. Our staff are recognised as being central to achieving our mission.

How to apply

If you have a relevant teaching qualification or you are currently working towards one, the TCE Recruitment Team are interested in hearing from you.

Upload a current resume
Upload a cover letter addressing the skills, attributes and experience to support the key accountabilities of the role identified in the position description
Complete the application form including your two nominated professional referees (name, position title and email address)

Applications during the shortlisting phase will be kept confidential.

Close Date: 3.00pm on Monday, 17 June 2024 unless filled prior.","$82K - $120K (Employer Est.)","Townsville","Townsville Catholic Education","https://www.glassdoor.com.au/Overview/Working-at-Townsville-Catholic-Education-EI_IE1276752.11,40.htm"
"7d","Early Childhood Educator - Certificate III","No","Lane Cove, Australia

Reference: 6603905

Early Childhood Educator - Certificate III
(Trainee considered)
38 hrs per week
Generous employee benefits
Great team
Are you looking for an opportunity to be part of an innovative Council seeking to make a positive difference in the community you support? We have an exciting opportunity for a motivated Early Childhood Educator to join our team.
Located on the lower North Shore, our leafy suburbs have a vibrant and diverse village atmosphere. We aim to provide ""best value"" services and facilities to the community whilst ensuring a sustainable future.
If you are open to fresh ideas, committed to progressing new initiatives and driven to provide the very best service to our community, we want to hear from you.
About the Role
You will be responsible for providing support in delivering high-quality, customer focused early childhood education and care services to our children and families.
The successful candidate will have:
A demonstrated ability to interact effectively with young children both on an individual and small group basis;
Certificate III in Children's Services OR actively working towards the qualification (as defined in the Education and Care Services National Regulations).
A current ‘Paid Worker - Working with Children Check' Clearance (NSW); and
Be 18 years of age or over.
If you are an experienced educator, a mature aged student, or a school leaver seeking employment in the childcare and education sector we would love to hear from you.
If you are seeking a trainee position:
You will undertake the Certificate III in Early Education & Care course with TAFE over 18 months whilst working with us full time.
What we Offer
We hire great people with a wide variety of skills, experience and backgrounds maintaining always that inclusion and diversity lie at the heart of what we do. For those who join us we offer:
Varied lifestyle benefits programs including:
flexible work practices aimed at achieving work/life balance
an employee wellness program and discounted gym memberships
Annual performance bonuses and salary review
Extensive career development and training opportunities
The convenience of being close to shops, cafes, an aquatic centre and a gym.
To Apply
Click on the ""apply now"" button to be redirected to our careers page where you can download and read a copy of the Position Description and address the selection criteria in your online application.
For further information about the role, please contact Megan McDermid on (02) 94284319.
Salary range - Up to $71K per annum (incl super) dependent on the skills, qualifications and relevant experience of the suitable candidate.
APPLICATIONS CLOSE Wednesday 12 JUNE 2024 at 10PM
This position requires applicants to be suitably immunised. As part of our pre-employment process, preferred candidates are required to provide proof of COVID 19 vaccination status


Applications Close: 12 Jun 2024","$71K (Employer Est.)","Lane Cove","Lane Cove Council","https://www.glassdoor.com.au/Overview/Working-at-Lane-Cove-Council-EI_IE2352060.11,28.htm"
"5d","Education Support Officer - Music","No","TAFE NSW Life-Changing Careers

Education Support Officer - Music

Ultimo

Full-time, Temporary (until October 2024)

$86,761 package includes salary ($77,129), employer's contribution to superannuation and annual leave loading (pro-rata)

At TAFE NSW, we are dedicated to life-changing impact.

That’s why we offer world-class training and education that delivers the skills needed for the jobs of today and tomorrow.

Life-changing impact starts with an incredible team that sees their career as an opportunity to transform someone’s world. Whether that’s inspiring students, supporting each other, or helping our communities and industries flourish.

We live by TAFE NSW values: Customer Focus, Integrity, Collaboration, and Excellence. They define who we are, and how we work and inspire our performance.

We invest in our people

At TAFE NSW, you will discover a diverse, dynamic, and collaborative environment, where you can innovate, create value, and do meaningful work.

We provide you with tools and ongoing training and professional development, health and wellbeing programs, and depending on your role, a 35 hour working week with flexible working options.

About the role

We are seeking an enthusiastic and dedicated individual with up-to-date industry knowledge and experience in the field of Music. This exciting opportunity is for a temporary Education Support Officer (ESO) position within our Ultimo team. You will support staff and students across Music disciplines such as Production, Performance, Composition, and Business (Music).

As an ESO, you will collaborate with a team of industry professionals, working under the supervision of the Head Teacher. Your responsibilities will include supporting learners and enhancing the overall student learning experience.

In this position, your responsibilities will involve closely supporting teaching activities by providing follow-up instructions based on teacher guidance. Additionally, you’ll create opportunities for students to practice and enhance their skills, contributing to a rich educational experience. You may also be responsible for providing technical support and assisting with equipment organization.

Share your passion for the industry, help students build essential qualifications, and support their career aspirations. Join us in shaping the future of music education!

Note: This role does not teach or prepare lessons or resources and does not deliver training nor undertake assessment.

About You

To be successful in the role you will:

Have appropriate subject knowledge, skills and vocational qualifications such as the Certificate IV in a related creative field
High-level interpersonal and communication skills, including the ability to be proactive and show initiative and ability to explain ideas in a clear and concise manner
Ability to establish effective working relationships with people from a diverse range of backgrounds and to provide quality customer service as part of a broader team
Skills in the use of relevant information and communication technologies

To find out more about the role, click to view the Position Description.

Our commitment to Diversity, Equality, and Inclusion

We are committed to creating a culturally safe and accessible workplace where dignity, trust, respect, and the promotion of diversity and inclusion are valued, so you can safely bring your whole self to work and connect with your community through our many diverse employee networks.

If you require an adjustment in the recruitment process, please contact our Talent Acquisition Advisor listed below.

A career of life-changing impact awaits you. Apply now!
Applications close 11.55pm AEST Monday 10th June 2024

To apply for this role, click on 'apply now' and provide:

Your current resume
Certified copies of your qualifications
Response to one targeted question when prompted in the application form (max 300 words)

Targeted Question 1: As an Education Support Officer (ESO), you’ll work in the bustling music section, collaborating with diverse staff and students. Could you share an example of how you manage competing responsibilities and expectations to ensure stakeholder satisfaction?

General recruitment and adjustment enquiries: contact Talent Acquisition Advisor Allison Alderton, Allison.alderton3@tafensw.edu.au, and 02 7921 2223.

Role-specific enquiries: contact Cat Colman, Head Teacher Music, catherine.colman2@tafensw.edu.au, and 02 7921 2099.

For helpful insights into preparing your application, TAFE NSW’s recruitment process, and getting interview ready, read through our Application Process and the interactive Capability Application Tool.

This is a child-related position. A Working with Children Check is a prerequisite for anyone in child-related work. It involves a national criminal history check and review of findings of workplace misconduct.

To be eligible for positions at TAFE NSW, you need to be an Australian Citizen or Permanent Resident of Australia or a New Zealand citizen with a current New Zealand passport.

An eligibility list, valid for 18 months, may be created for this position, and position(s) of the same classification that subsequently becomes vacant, may be filled via this recruitment.","$77K (Employer Est.)","Ultimo","TAFE NSW","https://www.glassdoor.com.au/Overview/Working-at-TAFE-NSW-EI_IE494783.11,19.htm"
"6d","Temporary part time teaching position during Term 3 (7.8-5.9 and 10.9-20.9)","No","Temporary part time teaching position during Term 3 (7.8-5.9 and 10.9-20.9)
Posted by Ripponlea Kindergarten on 30 May 2024
Organisation
Ripponlea Kindergarten
For Provider
Ripponlea Kindergarten
Closing date
15.09.2024
Primary role
Early Childhood Teacher
Position type
Fixed-Term-Contract
Location
St Kilda East
State
VIC
About the Centre/Service
Ripponlea Kinder is a community kindergarten offering mixed age group sessions for up to 54 children. Our children play and learn in a peaceful and natural setting that is part of Ripponlea Primary School. We are an exceeding service and have above ratio staffing. On Mondays and Fridays we have an Italian teacher join us and on Wednesdays and Thursdays we run small group bush kinder sessions at Ripponlea Estate in the afternoons and have a small group back at the kinder. Ripponlea Kindergarten acknowledges the Bunurong people of the Kulin Nation as the Traditional Custodians of the land where we learn, play and work. We pay our respect to all Aboriginal and Torres Strait Islander people and their Elders, past and present. Ripponlea Kindergarten is committed to creating a Child Safe environment. Protecting children from harm and abuse is embedded in the everyday thinking and practice of all staff members.
Work Days of the Role
Tuesday, Wednesday, Thursday, Friday
Hours of Work of the Role
(7 Aug - 5 Sep Wednesday 8-4.30, Thursday 10-4.30) and (10-20 September Tuesday 10-3, Wednesday 10-3, Thursday 8-4.30 and Friday 8-4.30)
Description
We are looking for a qualified Early Childhood Teacher to fill a temporary role for part of Term 3 (between 7 August - 5 September and between 10 - 20 September). We offer excellent working conditions in a friendly and supportive setting. You will be working with 2 Diploma qualified staff members with a group of 22 children and on Thursday afternoons from 1-4 you will be working with 1 Diploma qualified educator and 11 children. Planning and conditions are in accordance with the VECTEA 2020. It is expected that you are familiar with the VEYLDF, the newly updated EYLF and Child Safe Standards and that you will work in accordance with the National Quality Framework, Education and Care Services National Regulations 2011 and Education and Care Services National Law Act 2010.
Qualifications
Early Childhood Teacher qualification recognised by ACECQA. VIT registration. Up to date First Aid including asthma, anaphylaxis and cpr. Protecting Children – Mandatory Reporting certificate.
Industrial Agreement/Award
Victorian Early Childhood Teachers and Educators Agreement 2020 (VECTEA)","","St Kilda East","Ripponlea Kindergarten",""
"11d","J/268- Early Childhood Teacher & Educational Leader","No","Applications closing on 11 June 2024, 05:00 PM
Reference NumberJ/268
Job TypePermanent Part time
PackageECT Level 1.1-3.6 $67,447 - $116,906 per annum pro rata
Position Description

About the role:

Council is seeking an application from an experienced and suitably qualified person to join our team as Nominated Supervisor, Early Childhood Teacher & Educational Leader at Inglewood Kindergarten.

This is a leadership opportunity where you will inspire and drive the educational program and practices at a small one-room sessional kindergarten service.

This is a part-time ongoing position working Thursdays and Fridays commencing at 8:15am - 4:30pm. Children attend a mixed aged group 3 and 4 year old kindergarten session from 8:45am to 1:45pm. Position to commence in term 3 2024.

What will you do?

Build strong collaborative relationships with parents, families, Educators and the local community to provide an inclusive and enriching play-based learning program for children
Be a pedagogical leader who can help strengthen the current service philosophy
Lead and support a team of one Educator, one trainee Educator and an Early Childhood Teacher.

About you:

The successful candidate will have:

A Bachelor Degree in Early Childhood Education or equivalent.
Previous experience working as a Nominated Supervisor or in a leadership position is desirable but not essential.
Have a sound knowledge of and experience with implementing the Victorian Early Years Learning Framework, National Quality Standards and Child Safety Standards.
Demonstrated experience in creating and implementing high quality and inclusive programs for children aged 3-6 years old.
Current VIT registration.
Current First Aid, CPR, Anaphylaxis & Asthma Certificate.
Experience with Story Park will be highly regarded.

For further information regarding this position, please contact the Kindergarten Coordinator Alycia O'Sullivan on 0417 030 264.

About us:

Be part of an organisation that understands the importance of work life balance and offers a variety of policies and practices to support you with this. At Loddon, we firmly believe in the importance of investing in our staff.

Located in a unique and wonderful part of Central Victoria, Inglewood is 45km north of Bendigo. Loddon Shire is home to over 7500 residents, 886 of which reside in Inglewood. Inglewood Kindergarten is part of a cluster of five early years managed services by Council.

Council deliver a broad range of programs and services to enhance the sustainability and liveability for the community.

Carpool services are on offer for travel between Marong and Wedderburn.

To apply:


Applicants must address the key selection criteria in the position description to be considered for an interview.

You can apply by the following methods:

submit via email to recruitment@loddon.vic.gov.au
submit by mail marked ‘confidential’ to, Manager Organisation Development, Loddon Shire Council, PO Box 21, Wedderburn, 3518
via the application form on Council’s website.


Applications for this position will close Tuesday 11 June, 2024 at 5pm.","$67K - $117K (Employer Est.)","Wedderburn","Loddon Shire","https://www.glassdoor.com.au/Overview/Working-at-Loddon-Shire-Council-EI_IE707968.11,31.htm"
"30d+","Maths Tutor","No","Mathnasium is a maths only-learning centre that offers both maths help and enrichment to students from Kindergarten to Year 10. Each student in our program receives a customized Learning Plan based on our proprietary teaching material. Join us for the opportunity to make a difference in a child’s life by passing on a love for maths! We offer casual jobs in Hornsby and Gordon areas with flexible scheduling and ongoing training opportunities.Required Qualifications:Exceptional Maths skills through Primary and Senior SchoolExcellent communication and multi-tasking skillsAbility to professionally interact with students and parentsEnergetic and confident personalityPreferred Qualifications:Ability to teach students in upper-level senior school Maths coursesPrevious teaching experience or other experience working with studentsThe learning centre environment is supportive and encouraging. Applicants should love teaching and be able to motivate students to succeed.Part time hours: 4 - 16 hours per weekJob Types: Part-time, CasualPay: $21.00 – $25.00 per hourSchedule:Afternoon shiftEvening shiftEducation:High School (Year 12) (Preferred)Licence/Certification:Working with Children Check (Preferred)Work Location: In person","","Bella Vista","Mathnasium of Bella Vista","https://www.glassdoor.com.au/Overview/Working-at-Mathnasium-EI_IE245646.11,21.htm"
"26d","Coding Tutor - start now!","No","We are seeking a Coding Tutor for children's after-school classes based in primary schools in northern Sydney. The ability to explain engineering concepts, write simple code and operate computing devices is essential. Availability to teach in the afternoons on weekdays (esp. Mondays and Thursdays) from 3pm is essential.If you are passionate about coding and technology and want to share your knowledge to develop our next generation of engineers, inventors and tech entrepreneurs, we would love to hear from you!Professionalism, reliability and an ability to take initiative and work independently are essential. Curriculum, teaching resources and lesson plans are provided.Prior experience working with children is desirable and a valid WWC is required. Access to your own transport is an advantage. Hourly rate negotiable depending on qualifications and experience.This role is a great professional learning opportunity for an IT uni student or recent graduate with time available in the afternoons.Job Types: Part-time, CasualPay: $40.00 – $50.00 per hourBenefits:Employee mentoring programSchedule:Afternoon shiftExperience:teaching: 1 year (Preferred)Licence/Certification:Australian driver's licence (Preferred)Working with Children Check (Preferred)Work Location: In personExpected Start Date: 20/05/2024","$40.00 - $50.00 Per hour (Employer Est.)","Castle Hill","Appycoding","https://www.glassdoor.com.au/Overview/Working-at-The-Language-Co-EI_IE447114.11,26.htm"
"22d","Tutor","No","**Join Our Team of Expert Tutors – Make a Difference in Students' Lives!**Are you passionate about education and helping students succeed? We are looking for dedicated and enthusiastic tutors to join our team! If you have a strong background in any academic subject and a desire to inspire and support learners, we want to hear from you.**Why Work With Us?****Competitive Pay:** Earn a competitive hourly rate with opportunities for performance-based bonuses.**Flexible Hours:** Enjoy the flexibility to choose your own schedule and work as much or as little as you want.**Professional Development:** Access ongoing training and resources to enhance your teaching skills and advance your career.**Supportive Community:** Join a team of like-minded educators who are passionate about making a positive impact.**Rewarding Work:** Make a tangible difference in students' academic journeys and help them achieve their full potential.**What We’re Looking For:**- **Strong Subject Knowledge:** A Band 6 or higher is required for the subject you wish to tutor.- **Teaching Experience:** Previous tutoring or teaching experience is preferred but not required.- **Excellent Communication Skills:** Ability to explain concepts clearly and patiently.- **Reliability and Professionalism:** Punctual, dependable, and committed to students' success.- **Technologically adept:** Comfortable using online tutoring platforms and digital tools.**How to Apply:**Ready to inspire and be inspired? Apply today by sending your resume and a brief cover letter.**Empower the Next Generation – Become a Tutor with Us!**Job Type: CasualPay: $35.00 – $40.00 per hourExpected hours: 2 – 10 per weekBenefits:Maternity leaveWork from homeSchedule:Monday to FridayRotating rosterWeekend availabilitySupplemental pay types:BonusRetention bonusApplication Question(s):Which subjects would you like to teach?Experience:Teaching: 1 year (Preferred)Licence/Certification:Working with Children Check (Required)Driver Licence (Preferred)Work Authorisation:Australia (Preferred)Work Location: Hybrid remote in Wentworthville, NSW 2145","$35.00 - $40.00 Per hour (Employer Est.)","Wentworthville","Duke Education",""
"8d","Early Childhood Educator Full Time Traineeship","No","Bungalow Group is a family run and owned business. We pride ourselves on the quality care within all of our services. Bungalow Group aspires to create an environment where children can feel at home, where children feel happy, respected, nurtured and most of all they can have fun. We value our educators and support them with ongoing professional and personal development, mentoring and guiding them through career goals.MAIN DUTIES/RESPONSIBILITIES:To assist in the provision of a high quality Long day care service which meets the expectations of the Approved Provider, families and children. Supported by an experienced team, this position will provide care to families within the community. To work within the centre’s philosophy, policies and procedures as part of a team. To work within the requirements of the National Quality FrameworkBuild positive relationships with other educators.Work as a member of the team. To be flexible and work in a cooperative manner to ensure efficient operation of the service and maintain a high level of morale.Co-operate and work collaboratively with families, ensuring regular communication regarding the care and specific needs of their children, and ensuring that families feel comfortable and encouraged to become involved in the service.Experience:Experience preferred in a childcare settingCurrent Working with Children's CheckCurrent First AidSkills:Committed to excellence in Early Childhood Education and CareExcellent Communication SkillsCommitted, passionate and reliableShows InitiativeSelf-motivatedIncentives to be paid above award.Job Type: Full-timePay: $14.85 – $19.86 per hourExpected hours: 38 per weekBenefits:Professional development assistanceSchedule:Monday to FridayWork Location: In person","","Tullimbar","Bungalow Group",""
"30d+","Temporary English teacher for kids of Trip in Australia","No","Company Description
Established in 2009, Angell Echo is a leading global software and educational solutions company that specializes in educational mobile applications and robotics studies. Its brand, Magikid, has reached more than six millions users worldwide. Magikid’s social media platforms have more than 300,000 organic and active followers and Magikid apps have been featured by Apple multiple times during the past five years. Angell Echo participated in several international conventions and since 2015 has organized educational trips to Singapore and the USA.
Magikid Travel offers unique travel programs for families. We had several successful educational trips to Singapore and the USA. This year, we will explore our wonderful trip in Australia!
We are looking for you, as an English teacher, to be part of our fantastic journey!
Job Description
1. Teaching kids English during the whole journey from Melbourne to Sydney.
2. Trip period: July 7th to July 18th.
Qualifications
1. Native English Speaker.
2. Experience with kids.
Additional Information
1. Flight cost from Sydney to Melbourne will be covered.
2. Hotel cost for the whole trip will be covered.","","Melbourne","Angell Echo / Magikid",""
"15d","Full-Time Diploma Educator - Early Childhood Service Coogee","No","Permanent Full-Time Position
Work close to the beach, shops and cafes!
Supportive Director and team environment
Early Childhood Diploma – Long Day Care - Coogee
Why work with us?
Sydney Catholic Early Childhood Services are seeking a passionate and enthusiastic qualified Diploma Educator to assist in the learning and development of children aged 0-6 within our Long Day Care Centre based in Coogee.
This is a Permanent full-time position, 38 hours per week.
Above award salary package

A chance to work in an impressive and well-resourced Long Day Care Centre with other equally enthusiastic individuals
Flexible working hours
Be part of a rapidly growing network of childcare facilities
Work within a close-knit supportive team comprising of the Centre Director (ECT qualified), Early Childhood Teacher and experienced Educators
Sydney Catholic Early Childhood Services (SCECS) is a not-for-profit service catering to children between the ages of 0 – 6 and their families from our local community.
Your role:
As the Early Childhood Diploma you will be required to respond to children’s strengths, interests and needs by developing and implementing a high-quality education and care curriculum for all enrolled children.
To be considered you will have:

An Early Childhood Diploma approved qualification

A current First Aid Certificate approved by ACECQA that includes applying first aid, emergency asthma management and anaphylaxis
Identify & Respond to Children at Risk of Harm Certificate
A valid Working with Children Check

A minimum of 1 year of experience working in a childcare environment
If you meet the above requirements and would love to be apart of our Coogee team please click the 'APPLY NOW' button!
WORKING WITH CHILDREN'S CLEARANCE
This role is classified as child-related work and therefore we require a working with children clearance to be completed prior to your commencement with us.
Please note: Visa sponsorship is not available for this position. All applicants require current and valid working rights for Australia.","$54K - $74K (Glassdoor Est.)","Coogee","Sydney Catholic Early Childhood Services","https://www.glassdoor.com.au/Overview/Working-at-Sydney-Catholic-Early-Childhood-Services-EI_IE5887388.11,51.htm"
"9d","Private Tutor - Maitland","No","Hunter Mobile Tutoring is currently looking for committed and passionate people to join our team in Maitland and surrounding areas for a range of subjects, including High School Mathematics and English, and Primary Literacy and Numeracy, ready for a Term one start.We provide training, support, and the opportunity to make a real difference in people’s lives. Tutoring is a rewarding, enjoyable, and flexible role. If you live in or are willing to travel to the Cessnock area and would like a rewarding and flexible part-time job where you can work anything from 1 hour to 15 hours per week, have exemplary communication skills and a desire to help others learn and achieve their full potential, we encourage you to apply.As a tutor for HMT, you will elect which subjects and year levels you will tutor, along with the days and times you are available, and the suburbs you are willing to travel to. You will be supported in your role by our team at Hunter Mobile Tutoring, who can supply you with appropriate resources to assist you to identify and address those learning needs.Job Type: CasualPay: $35.00 – $40.00 per hourExpected hours: 1 – 15 per weekWork Location: On the road","$35.00 - $40.00 Per hour (Employer Est.)","Maitland","Hunter Mobile Tutoring",""
"24h","In Home Childcare Educator - St George area","No","Mummymetime is a Government Approved In Home Childcare Provider, looking after families all over the Sutherland shire and St George areas.We currently have a beautiful family in the St George area looking for a reliable, confident, patient and caring educator, 5 days a week, to look after their child at their home. We need someone who loves creating inventive play experiences, both indoor and outdoor and someone who understands this is more than just a job. This can be a shared position so please apply even if you aren't available 5 days.The following criteria/qualifications are essential:A qualification in childcare, child studies or primary education (or be studying towards one)A current Working with Children's CheckA current First Aid CertificateA valid Australian Drivers Licence and your own transportAn ABN NumberExperience looking after children of all agesExperience with some additional needs is advantageous but not essentialA recent police check (or be willing to obtain one)A passion for working with childrenYou must be an Australian CitizenPlease send a copy of your resume along with a short covering letter.Job Types: Full-time, Part-time, PermanentPay: $38.00 per hourExpected hours: 40 per weekSchedule:8 hour shiftAfternoon shiftDay shiftMonday to FridayMorning shiftEducation:Certificate I - IV (Preferred)Experience:Childcare: 2 years (Required)Language:English (Required)Licence/Certification:Drivers Licence (Required)Work Location: In person","$38.00 Per hour (Employer Est.)","Australia","Mummymetime",""
"30d+","Diploma Qualified Educator (Hills District)","No","We have an exciting opportunity for responsible, caring, committed, diploma qualified Early Childhood Educators to work full-time at our Kindalin Early Childhood Learning Centres located in the Hills District.

Kindalin Early Childhood Educator Requirements:
Experienced Child Care Educator with a current qualification that meets ACECQA regulations and current knowledge of the Early Learning Framework (EYLF) and National Quality Framework (NQF).
Candidates must be Diploma qualified or working towards their Diploma qualification.
Work well in a team environment
Passionate, enthusiastic and committed to high quality early childhood education
Working with Children’s Check
Permanent residency in Australia
Full-time role

Kindalin Early Childhood Learning Centres offer our employees:

A supportive and friendly team environment
Freshly updated centre with new learning environments
Flexibility in a convenient location
Competitive salary and attractive employee benefits
Staff conferences and career development seminars
Positive and progressive work environment
The opportunity to stay long-term and progress in your career

We are a family-owned business and have been providing high-quality childcare for over 30 years","","Australia","Kindalin Early Childhood Learning Centre","https://www.glassdoor.com.au/Overview/Working-at-Kindalin-Early-Childhood-Learning-Centres-EI_IE2986344.11,52.htm"
